X,Y,TYPE,SPEED,DIRTYPE,DIRECTION
-79.883416,43.260901,3,0,0,0
-79.879141,43.290976,1,40,0,0
-79.870390,43.203799,1,0,0,0
-79.868053,43.235259,1,0,0,0
-79.864309,43.244011,1,50,0,0
-79.861333,43.883405,1,50,0,0
-79.857927,43.252280,5,40,0,0
-79.857216,43.716041,1,50,0,0
-79.850871,43.398328,1,0,0,0
-79.848730,43.205174,1,0,0,0
-79.844449,43.268652,1,0,0,0
-79.839688,43.656980,1,60,0,0
-79.838944,43.202817,1,50,0,0
-79.835586,43.339471,1,0,0,0
-79.833317,43.383557,1,0,0,0
-79.827635,43.359890,1,0,0,0
-79.811989,43.235659,1,50,0,0
-79.811633,43.409128,1,60,0,0
-79.810387,43.709105,1,0,0,0
-79.809973,43.334065,1,0,0,0
-79.808864,43.721998,1,60,0,0
-79.807298,43.738587,1,0,0,0
-79.806706,43.379641,1,0,0,0
-79.806082,43.379357,3,0,0,0
-79.805688,43.737436,1,0,0,0
-79.797775,43.607666,1,0,0,0
-79.790005,43.637855,1,0,0,0
-79.782753,43.362656,1,60,0,0
-79.782064,43.735522,1,0,0,0
-79.781502,43.666591,1,0,0,0
-79.781029,43.231553,1,50,0,0
-79.774584,43.672710,1,60,0,0
-79.773824,43.741352,1,60,0,0
-79.772936,43.677717,1,60,0,0
-79.769858,43.728230,1,70,0,0
-79.767737,43.218963,1,50,0,0
-79.765064,43.627983,5,40,0,0
-79.764960,43.627979,1,0,0,0
-79.764040,43.228109,1,40,0,0
-79.759460,43.599382,1,0,0,0
-79.754832,43.734821,3,0,0,0
-79.754721,43.734842,3,0,0,0
-79.751805,43.573946,1,0,0,0
-79.748148,43.234116,1,50,0,0
-79.745672,43.413632,1,0,0,0
-79.745246,43.569201,1,0,0,0
-79.742655,43.232999,1,50,0,0
-79.738347,43.705557,1,0,0,0
-79.736399,43.619149,1,50,0,0
-79.735627,44.397176,1,0,0,0
-79.733936,43.719232,1,0,0,0
-79.731747,43.647524,1,50,0,0
-79.726228,43.643644,1,50,0,0
-79.726353,43.452595,1,0,0,0
-79.725778,43.585376,1,50,0,0
-79.723909,43.822769,1,0,0,0
-79.722563,43.588147,1,0,0,0
-79.719581,43.488019,1,50,0,0
-79.719622,43.487730,3,0,0,0
-79.719341,43.743549,1,60,0,0
-79.717231,44.324480,1,40,0,0
-79.713104,43.563885,1,0,0,0
-79.711348,44.329445,1,0,0,0
-79.706053,43.698439,1,60,0,0
-79.705982,43.538886,1,50,0,0
-79.702868,44.331448,1,60,0,0
-79.701216,43.695065,3,0,0,0
-79.700595,43.630845,1,0,0,0
-79.698231,44.357732,1,0,0,0
-79.693212,43.512034,1,100,0,0
-79.692063,44.415434,1,0,0,0
-79.690370,43.573191,1,0,0,0
-79.684604,44.348841,1,0,0,0
-79.683446,43.699798,1,0,0,0
-79.682855,43.593733,1,0,0,0
-79.674458,43.692614,1,60,0,0
-79.673108,44.414055,1,0,0,0
-79.672602,44.286633,1,0,0,0
-79.672417,44.364575,1,0,0,0
-79.670911,43.550237,1,60,0,0
-79.670924,44.090920,1,0,0,0
-79.669894,43.563890,1,0,0,0
-79.666424,43.573463,1,0,0,0
-79.666021,44.415319,1,50,0,0
-79.665635,43.536669,1,0,0,0
-79.663873,43.509694,1,0,0,0
-79.662520,43.570112,1,0,0,0
-79.658267,43.733198,3,0,0,0
-79.657742,43.690030,1,0,0,0
-79.657468,43.645184,1,60,0,0
-79.652945,44.423828,1,0,0,0
-79.652486,43.711324,1,50,0,0
-79.647708,43.497868,1,60,0,0
-79.647104,43.629780,1,0,0,0
-79.644434,43.597545,1,0,0,0
-79.642263,43.599314,1,0,0,0
-79.639813,44.136128,1,100,0,0
-79.636193,43.505110,1,60,0,0
-79.627225,43.580749,1,0,0,0
-79.621970,43.746105,1,0,0,0
-79.621351,43.635054,1,0,0,0
-79.617755,43.736162,1,0,0,0
-79.613915,44.024790,1,80,0,0
-79.611680,43.602807,1,50,0,0
-79.609901,43.695597,1,0,0,0
-79.607893,44.050401,1,100,0,0
-79.603490,43.607378,1,0,0,0
-79.600123,43.605314,1,0,0,0
-79.598939,43.593906,1,0,0,0
-79.594544,43.564444,1,50,0,0
-79.592196,43.631953,1,0,0,0
-79.588982,43.612980,1,0,0,0
-79.583782,43.609448,3,0,0,0
-79.583863,43.609218,3,0,0,0
-79.583354,43.670021,5,40,0,0
-79.582759,43.658885,1,0,0,0
-79.575184,43.632235,1,0,0,0
-79.573913,43.671189,1,60,0,0
-79.573332,43.764703,1,60,0,0
-79.560799,43.726412,1,50,0,0
-79.559986,43.646281,1,0,0,0
-79.558396,43.664222,1,0,0,0
-79.557349,44.115869,1,50,0,0
-79.556617,43.634220,1,0,0,0
-79.547526,43.829027,1,30,0,0
-79.546548,43.697203,3,0,0,0
-79.545047,43.590524,1,0,0,0
-79.543911,43.809236,1,0,0,0
-79.542215,43.752042,3,0,0,0
-79.539847,43.740358,1,0,0,0
-79.538631,43.735598,1,0,0,0
-79.537920,43.650942,1,60,0,0
-79.537804,43.731760,1,0,0,0
-79.527869,43.654866,1,0,0,0
-79.527514,43.853505,1,40,0,0
-79.521976,43.833197,1,0,0,0
-79.518533,43.776153,1,0,0,0
-79.517661,43.757314,3,0,0,0
-79.517180,43.860684,1,0,0,0
-79.513899,43.653460,1,0,0,0
-79.513246,43.713016,1,80,0,0
-79.512535,43.683660,1,0,0,0
-79.512274,43.854835,1,0,0,0
-79.506383,43.856783,1,50,0,0
-79.505953,44.047943,1,0,0,0
-79.502477,43.626389,3,0,0,0
-79.499499,43.780409,1,0,0,0
-79.495979,43.771464,1,0,0,0
-79.495281,43.666768,1,50,0,0
-79.490417,43.608180,1,50,0,0
-79.487451,43.744637,1,0,0,0
-79.486695,43.648071,1,0,0,0
-79.485298,43.956111,1,0,0,0
-79.484836,44.613996,1,0,0,0
-79.478612,43.824197,1,0,0,0
-79.477255,43.728270,1,0,0,0
-79.470135,44.018559,1,0,0,0
-79.470073,43.787232,3,0,0,0
-79.468221,43.635273,1,60,0,0
-79.467460,43.770530,1,60,0,0
-79.467412,43.884039,1,0,0,0
-79.467187,43.761210,1,0,0,0
-79.466133,44.200279,1,0,0,0
-79.464507,43.665560,3,0,0,0
-79.463408,43.750310,3,0,0,0
-79.463333,43.750480,3,0,0,0
-79.462914,43.979403,1,60,0,0
-79.461319,43.657725,1,0,0,0
-79.458435,43.693878,1,0,0,0
-79.457773,43.789857,1,0,0,0
-79.456402,43.645587,1,0,0,0
-79.453923,43.802239,1,50,0,0
-79.453994,43.827706,1,0,0,0
-79.453749,43.906121,1,0,0,0
-79.451606,44.142747,1,0,0,0
-79.450168,43.695799,3,0,0,0
-79.450153,44.003728,1,0,0,0
-79.448978,43.731856,1,0,0,0
-79.447657,43.849865,1,0,0,0
-79.443419,43.804348,1,50,0,0
-79.442799,43.773807,3,0,0,0
-79.442705,43.809777,1,40,0,0
-79.442196,43.636245,1,0,0,0
-79.438181,43.717244,1,0,0,0
-79.437945,44.045216,1,60,0,0
-79.436933,43.699999,1,60,0,0
-79.435213,43.659943,3,0,0,0
-79.433986,43.756270,1,0,0,0
-79.432087,43.891642,1,60,0,0
-79.428428,44.260805,1,0,0,0
-79.426937,43.738613,1,0,0,0
-79.424194,46.314789,1,50,0,0
-79.422196,43.673090,1,50,0,0
-79.421414,43.690690,1,0,0,0
-79.421029,43.814897,1,0,0,0
-79.411229,43.665274,3,0,0,0
-79.408435,43.765055,1,0,0,0
-79.406176,43.817444,1,40,0,0
-79.403841,43.829760,1,60,0,0
-79.402217,43.822500,1,60,0,0
-79.395559,43.693838,1,0,0,0
-79.394766,43.797384,1,0,0,0
-79.393593,43.638467,1,0,0,0
-79.393133,43.978378,1,0,0,0
-79.392355,44.113267,1,0,0,0
-79.391995,43.839005,1,50,0,0
-79.389987,43.699817,1,40,0,0
-79.389567,43.940107,1,0,0,0
-79.389430,43.657399,3,0,0,0
-79.388959,43.747061,1,0,0,0
-79.386029,43.824810,1,0,0,0
-79.382584,43.806406,1,0,0,0
-79.382263,43.787366,1,0,0,0
-79.382201,43.820447,1,0,0,0
-79.381565,43.728397,1,0,0,0
-79.381370,43.733384,1,0,0,0
-79.378870,43.651585,1,50,0,0
-79.378797,43.721029,1,0,0,0
-79.378020,43.854058,1,0,0,0
-79.376167,44.605664,1,0,0,0
-79.375784,43.821041,1,0,0,0
-79.371687,43.696805,1,0,0,0
-79.370024,43.712620,1,0,0,0
-79.363315,43.871660,1,0,0,0
-79.362643,43.868084,1,0,0,0
-79.361504,43.180213,1,0,0,0
-79.358891,43.676146,1,50,0,0
-79.354702,43.792706,1,50,0,0
-79.352408,43.870110,1,0,0,0
-79.352090,43.728093,1,0,0,0
-79.351098,43.735471,1,50,0,0
-79.350578,43.657000,1,0,0,0
-79.349775,44.650195,1,50,0,0
-79.346351,43.748286,1,0,0,0
-79.343407,43.795078,1,60,0,0
-79.343406,43.795149,1,0,0,0
-79.339467,43.723181,1,0,0,0
-79.339325,45.548761,1,90,0,0
-79.338694,43.720504,3,0,0,0
-79.337736,43.717609,1,0,0,0
-79.336181,43.863966,1,60,0,0
-79.334951,43.894129,1,80,0,0
-79.334473,43.739010,1,0,0,0
-79.329561,43.674896,1,0,0,0
-79.328326,43.659057,1,0,0,0
-79.326140,43.740454,1,0,0,0
-79.324353,43.819569,1,50,0,0
-79.318893,43.757773,1,0,0,0
-79.314443,44.853917,1,90,0,0
-79.311606,43.842073,1,0,0,0
-79.311054,45.127178,1,100,0,0
-79.310556,43.725588,1,60,0,0
-79.309008,43.179596,1,0,0,0
-79.302459,45.001361,1,100,0,0
-79.300613,43.809338,1,0,0,0
-79.299841,43.826087,1,0,0,0
-79.296040,43.708753,1,50,0,0
-79.294716,43.745351,1,50,0,0
-79.293772,43.889621,1,0,0,0
-79.287635,43.816195,1,40,0,0
-79.287353,43.691325,1,50,0,0
-79.280477,43.790414,1,0,0,0
-79.277870,43.689019,1,40,0,0
-79.273183,43.718625,1,0,0,0
-79.271556,43.694873,1,50,0,0
-79.271105,43.714190,1,0,0,0
-79.267994,43.732235,3,0,0,0
-79.265007,43.780196,1,50,0,0
-79.261290,43.770152,1,50,0,0
-79.258270,43.735347,1,0,0,0
-79.258214,43.762145,1,60,0,0
-79.255735,43.856165,1,0,0,0
-79.251245,43.836617,1,60,0,0
-79.244493,43.816251,1,0,0,0
-79.235498,43.810793,1,0,0,0
-79.235084,43.756363,1,0,0,0
-79.232714,43.785803,1,0,0,0
-79.225389,43.759745,1,50,0,0
-79.218984,43.743171,1,50,0,0
-79.218769,43.819391,1,0,0,0
-79.214947,43.818875,1,0,0,0
-79.175800,43.854058,1,60,0,0
-79.171863,43.778642,1,60,0,0
-79.170614,43.855512,1,0,0,0
-79.163491,43.792661,1,0,0,0
-79.143513,43.833457,1,0,0,0
-79.140652,43.835983,1,50,0,0
-79.137238,43.818890,1,0,0,0
-79.109687,43.879595,1,80,0,0
-79.091071,43.071161,1,0,0,0
-79.084621,43.211273,1,0,0,0
-79.057169,42.990149,1,0,0,0
-79.055753,43.854594,1,0,0,0
-79.045716,43.856799,1,80,0,0
-79.039245,42.885151,1,50,0,0
-79.024810,43.858902,1,60,0,0
-79.014800,43.832553,1,60,0,0
-78.983249,42.933626,1,0,0,0
-78.975824,43.891945,1,60,0,0
-78.958072,43.915239,1,60,0,0
-78.950354,42.905146,1,0,0,0
-78.918407,42.922986,1,0,0,0
-78.915994,43.924501,1,60,0,0
-78.900823,43.908629,1,0,0,0
-78.875711,43.914089,1,60,0,0
-78.866972,43.930316,1,50,0,0
-78.864094,43.924207,1,0,0,0
-78.859073,43.931633,1,0,0,0
-78.849616,43.890915,1,0,0,0
-78.817828,43.916967,1,60,0,0
-78.779893,43.916260,1,60,0,0
-78.722965,44.329370,1,0,0,0
-78.711653,44.302973,1,0,0,0
-78.347651,44.301781,1,50,0,0
-78.342087,44.310462,1,0,0,0
-78.319561,44.316330,1,50,0,0
-78.294089,44.286977,1,50,0,0
-78.282084,44.334282,1,50,0,0
-77.724847,44.084069,1,100,0,0
-77.398558,44.174989,1,0,0,0
-77.395322,44.530739,1,80,0,0
-77.335708,44.342980,1,0,0,0
-77.063662,44.244553,1,0,0,0
-76.788444,44.279042,1,100,0,0
-76.717963,44.282354,1,0,0,0
-76.535876,44.252808,1,0,0,0
-76.534728,44.276155,1,0,0,0
-76.530083,44.220189,1,50,0,0
-76.277164,44.327564,1,0,0,0
-75.932084,45.297006,1,0,0,0
-75.889339,45.326301,1,0,0,0
-75.880506,45.310698,1,0,0,0
-75.878735,45.307410,1,0,0,0
-75.848060,45.353917,1,0,0,0
-75.833437,45.351999,1,60,0,0
-75.830319,45.341713,1,0,0,0
-75.812189,45.335748,1,100,0,0
-75.796560,45.271993,1,0,0,0
-75.792362,45.360789,3,0,0,0
-75.782858,45.283653,1,0,0,0
-75.776826,45.473894,1,0,0,0
-75.776584,45.378210,1,0,0,0
-75.773124,45.342169,1,40,0,0
-75.769524,45.363606,1,0,0,0
-75.765908,45.346298,1,40,0,0
-75.761408,45.423870,1,0,0,0
-75.760986,45.420086,1,0,0,0
-75.753624,45.336863,1,0,0,0
-75.748094,45.375462,1,0,0,0
-75.742210,45.317281,1,80,0,0
-75.735354,45.411211,1,0,0,0
-75.734130,45.486684,1,0,0,0
-75.733467,45.350862,3,0,0,0
-75.731671,45.367907,1,0,0,0
-75.728299,45.357162,1,40,0,0
-75.724723,45.440977,1,0,0,0
-75.724479,45.465754,1,50,0,0
-75.718998,45.407112,1,50,0,0
-75.715972,45.464259,1,50,0,0
-75.715874,45.437105,1,0,0,0
-75.714344,45.470176,1,0,0,0
-75.714001,45.422965,1,50,0,0
-75.708246,45.373824,1,100,0,0
-75.703024,45.455137,1,0,0,0
-75.702447,45.419008,3,0,0,0
-75.702389,45.419068,1,50,0,0
-75.701636,45.375680,1,0,0,0
-75.700107,45.361209,1,0,0,0
-75.696585,45.406243,1,0,0,0
-75.696079,45.394133,1,0,0,0
-75.691552,45.387021,1,50,0,0
-75.691451,45.376831,1,50,0,0
-75.684739,45.312138,1,0,0,0
-75.683677,45.377552,1,0,0,0
-75.677212,45.364751,1,0,0,0
-75.671496,45.367074,1,50,0,0
-75.670502,45.399489,1,50,0,0
-75.661623,45.347528,1,60,0,0
-75.656254,45.449659,1,0,0,0
-75.644106,45.355779,1,50,0,0
-75.643054,45.353924,1,0,0,0
-75.638527,45.400100,1,0,0,0
-75.627502,45.406648,1,0,0,0
-75.627041,45.023513,1,0,0,0
-75.625277,45.375381,1,60,0,0
-75.625214,45.421816,1,100,0,0
-75.624932,45.422232,1,60,0,0
-75.610302,45.414201,1,0,0,0
-75.610291,45.437250,1,0,0,0
-75.610059,45.511345,1,0,0,0
-75.599812,45.435058,1,0,0,0
-75.599815,45.434904,5,60,0,0
-75.575363,45.457675,1,0,0,0
-75.562668,45.427559,1,50,0,0
-75.501737,44.771528,1,0,0,0
-75.473861,45.436548,1,0,0,0
-75.468030,45.466926,1,60,0,0
-75.424411,45.553073,1,0,0,0
-75.102422,45.304309,1,100,0,0
-74.995702,45.007880,1,0,0,0
-74.456085,45.555357,1,0,0,0
-74.390193,45.538991,1,100,0,0
-74.349623,45.208079,1,100,0,0
-74.349288,45.623462,1,0,0,0
-74.340039,45.498903,1,50,0,0
-74.285397,45.479911,1,80,0,0
-74.127653,45.323963,1,100,0,0
-74.085417,45.865051,1,0,0,0
-74.069536,45.406826,1,50,0,0
-74.037291,45.410266,1,0,0,0
-74.009505,45.384165,1,0,0,0
-74.005045,45.386042,1,0,0,0
-74.002971,45.745199,1,30,0,0
-73.958099,45.400733,1,70,0,0
-73.952442,45.406058,1,70,0,0
-73.949551,45.417613,1,50,0,0
-73.946568,45.379811,1,50,0,0
-73.924853,45.423029,1,100,0,0
-73.921126,45.541484,1,0,0,0
-73.910044,45.316555,1,0,0,0
-73.900043,45.685951,1,0,0,0
-73.875996,45.420732,1,0,0,0
-73.867878,45.645938,1,100,0,0
-73.860738,45.630614,1,0,0,0
-73.859014,45.452680,1,0,0,0
-73.851784,45.623610,1,0,0,0
-73.851114,45.593478,1,0,0,0
-73.845378,45.630538,1,0,0,0
-73.820040,45.466855,1,0,0,0
-73.812461,45.553679,1,70,0,0
-73.806895,45.555147,1,0,0,0
-73.798569,45.477447,1,0,0,0
-73.787713,45.595344,1,50,0,0
-73.781873,45.569108,1,0,0,0
-73.776708,45.564008,1,100,0,0
-73.771768,45.561056,1,0,0,0
-73.749770,45.498800,1,0,0,0
-73.748318,45.541116,1,0,0,0
-73.747002,45.447764,1,0,0,0
-73.741115,45.450980,1,0,0,0
-73.720281,45.513795,1,0,0,0
-73.716996,45.592744,1,0,0,0
-73.707308,45.522280,1,0,0,0
-73.706456,45.562641,1,0,0,0
-73.698063,45.388939,1,0,0,0
-73.683128,45.530755,1,0,0,0
-73.672486,45.480852,1,0,0,0
-73.668927,45.617908,1,80,0,0
-73.667226,45.531677,1,0,0,0
-73.658913,45.478791,1,0,0,0
-73.658446,45.628964,1,80,0,0
-73.656653,45.517579,1,70,0,0
-73.655253,45.474389,1,0,0,0
-73.653132,45.494436,1,0,0,0
-73.648000,45.491900,1,0,0,0
-73.637143,45.508300,1,0,0,0
-73.629429,45.550679,1,0,0,0
-73.610759,45.473705,1,0,0,0
-73.608140,45.529127,1,50,0,0
-73.604862,45.470670,1,0,0,0
-73.597498,45.467880,1,0,0,0
-73.591304,45.579531,1,0,0,0
-73.576568,45.715249,1,0,0,0
-73.575820,45.490206,1,50,0,0
-73.563349,45.536894,1,0,0,0
-73.562709,45.609115,1,0,0,0
-73.556252,45.527554,1,50,0,0
-73.554320,45.599885,1,80,0,0
-73.545455,45.522489,1,0,0,0
-73.539923,45.488132,1,0,0,0
-73.533565,45.508003,1,50,0,0
-73.519437,45.529187,1,0,0,0
-73.518719,45.468513,1,0,0,0
-73.513168,45.494305,1,0,0,0
-73.495677,45.582889,1,0,0,0
-73.481842,45.520082,1,50,0,0
-73.479705,45.504342,1,0,0,0
-73.474846,45.578348,1,0,0,0
-73.456753,45.591739,1,0,0,0
-73.453779,45.195341,1,80,0,0
-73.430520,45.668184,1,0,0,0
-73.424057,45.632130,1,0,0,0
-73.420255,45.790906,1,0,0,0
-73.414399,45.433235,1,0,0,0
-73.412931,45.454711,1,0,0,0
-73.385080,45.479390,1,0,0,0
-73.376498,45.621306,1,0,0,0
-73.371555,45.574101,1,0,0,0
-73.326979,45.919615,1,100,0,0
-73.326052,45.580622,1,80,0,0
-73.315256,45.409263,1,0,0,0
-73.288386,45.352150,1,0,0,0
-73.283057,45.587531,1,0,0,0
-73.239913,45.415709,1,0,0,0
-73.053060,45.623093,1,0,0,0
-72.738104,45.734386,1,0,0,0
-72.723468,46.411560,1,100,0,0
-72.668081,45.781546,1,100,0,0
-72.543531,46.245890,1,50,0,0
-72.541747,45.887723,1,100,0,0
-72.367667,46.010553,1,0,0,0
-71.859676,46.375549,1,0,0,0
-71.507241,46.619832,1,100,0,0
-71.392779,46.841263,1,0,0,0
-71.279671,46.724949,1,0,0,0
-71.271507,46.701144,1,0,0,0
-71.175530,48.400311,1,0,0,0
-71.172263,48.433348,1,0,0,0
-71.018488,46.819151,1,0,0,0
-71.002130,46.440560,1,0,0,0
-70.556941,46.968215,1,100,0,0
-69.656859,47.702087,1,100,0,0
-69.018182,48.215326,1,70,0,0
-66.389105,50.211970,1,0,0,0
-66.123824,45.232224,1,0,0,0
-65.997707,45.283568,1,0,0,0
-64.021016,45.696671,1,0,0,0
-63.705994,44.704686,1,0,0,0
-63.691938,44.783875,1,0,0,0
-63.691724,44.782525,1,0,0,0
-63.645856,44.728085,1,0,0,0
-63.623683,44.643825,1,0,0,0
-63.560612,44.743538,1,0,0,0
-63.557354,44.677802,1,0,0,0
-63.535606,44.910846,1,0,0,0
-63.532022,44.877825,1,0,0,0
-63.523998,44.685595,1,50,0,0
-63.453543,44.682729,1,0,0,0
-63.441757,44.683553,1,0,0,0
-63.412885,45.105424,1,0,0,0
-63.324622,45.390223,1,0,0,0
-62.129135,45.566955,1,0,0,0
-61.994175,45.614448,1,0,0,0
-61.984059,45.624557,1,0,0,0
-61.970886,45.613499,1,0,0,0
-61.128312,45.958745,1,0,0,0
-60.866882,45.657250,1,0,0,0
-122.890310,49.133998,1,60,0,0
-122.893272,49.119280,1,50,0,0
-79.869336,43.206087,3,0,1,0
-123.953134,49.182003,1,50,0,0
-124.313617,49.321135,1,0,0,0
-124.300000,49.321135,1,100,0,0
-97.185268,49.897340,2,50,0,0
-97.262478,49.880102,2,50,0,0
-97.200497,49.894174,2,50,0,0
-97.135918,49.921656,2,50,0,0
-97.066306,49.907122,2,50,0,0
-97.205913,49.864163,2,50,0,0
-97.163069,49.860169,2,50,0,0
-97.201333,49.883495,2,60,0,0
-97.154832,49.945263,2,60,0,0
-97.041821,49.895215,2,60,0,0
-113.508400,53.546336,3,0,0,0
-113.492005,53.467620,3,0,0,0
-97.157431,49.794990,2,60,0,0
-97.147584,49.864729,2,60,0,0
-97.093234,49.871113,2,60,0,0
-97.090426,49.834059,2,60,0,0
-122.940916,49.224001,2,30,0,0
-122.971250,49.241857,5,30,0,0
-122.971879,49.219919,2,30,0,0
-122.988871,49.225042,2,30,0,0
-123.004380,49.254503,2,30,0,0
-79.691170,43.722436,5,60,2,0
-79.487209,43.796606,5,0,1,45
-79.733517,43.578510,3,0,2,315
-113.958064,51.081487,3,0,0,0
-114.060769,51.037814,3,0,0,0
-122.492753,49.059606,3,0,0,0
-113.577918,53.550939,3,0,0,0
-113.491936,53.613927,3,0,0,0
-113.467256,53.565835,3,0,0,0
-123.038199,49.313192,1,30,0,0
-123.072171,49.332008,1,30,0,0
-123.079543,49.311058,2,30,0,0
-123.097050,49.262759,1,30,0,0
-97.113057,49.894337,1,50,0,0
-79.342950,43.707740,1,50,1,270
