X,Y,TYPE,SPEED,DIRTYPE,DIRECTION
-122.675424,49.111778,1,50,0,0
-122.669361,49.076513,5,60,0,0
-122.668773,49.119002,3,0,0,0
-122.668537,49.118962,1,50,0,0
-122.668009,49.159362,1,30,0,0
-122.653136,49.104033,1,30,0,0
-122.645976,49.162648,1,30,0,0
-122.640359,49.162550,1,30,0,0
-122.631868,49.217159,1,30,0,0
-122.624660,49.095972,1,30,0,0
-122.598578,49.220506,5,30,0,0
-122.598556,49.220635,1,0,0,0
-122.579462,49.220370,1,30,0,0
-122.556778,49.183226,1,30,0,0
-122.489573,52.975693,5,0,0,0
-122.472166,49.058132,1,30,0,0
-122.448789,49.057498,1,30,0,0
-122.338034,49.060020,1,30,0,0
-122.330779,49.051502,1,30,0,0
-122.326206,49.132756,1,30,0,0
-122.316111,49.059950,1,30,0,0
-122.315153,49.051066,1,30,0,0
-122.289863,49.103718,1,30,0,0
-122.289311,49.049012,5,30,0,0
-122.289406,49.049096,1,0,0,0
-122.267012,49.034913,1,30,0,0
-122.267141,49.035082,1,30,0,0
-122.138712,52.130064,5,0,0,0
-122.138652,52.129962,1,0,0,0
-121.961210,49.155095,1,30,0,0
-121.961236,49.154967,3,0,0,0
-121.941233,49.156264,1,0,0,0
-121.941018,49.156012,5,0,0,0
-121.686177,49.226245,5,0,0,0
-121.390885,49.365782,1,0,0,0
-120.727959,50.143886,5,0,0,0
-120.627102,49.124742,1,0,0,0
-120.626887,49.124765,5,0,0,0
-120.365122,50.709467,1,30,0,0
-120.364987,50.709629,1,50,0,0
-120.356857,50.696917,3,0,0,0
-120.356854,50.697073,1,50,0,0
-120.354369,50.666833,1,50,0,0
-120.347717,50.662739,3,0,0,0
-120.327951,50.673042,5,0,0,0
-120.327904,50.673466,1,0,0,0
-120.316354,50.674399,3,0,0,0
-120.298141,50.672789,5,0,0,0
-119.734545,49.776902,1,0,0,0
-119.696109,50.812127,5,0,0,0
-119.695915,50.812217,1,0,0,0
-119.671946,49.603201,1,0,0,0
-119.592196,49.858195,1,0,0,0
-119.587062,49.487622,1,0,0,0
-119.496523,49.889270,1,0,0,0
-119.487604,49.822943,5,0,0,0
-119.487639,49.822993,1,0,0,0
-119.476985,49.883545,3,0,0,0
-119.474384,49.860828,3,0,0,0
-119.454489,49.881995,3,0,0,0
-119.453837,49.863295,1,0,0,0
-119.443270,49.881755,3,0,0,0
-119.441911,49.874532,1,0,0,0
-119.420774,49.889368,3,0,0,0
-119.386740,49.892062,1,0,0,0
-119.273784,50.274750,3,0,0,0
-119.273608,50.260985,3,0,0,0
-118.795317,55.173481,1,0,0,0
-118.794829,55.173554,1,30,0,0
-118.391024,50.960844,1,0,0,0
-118.391028,50.960583,5,0,0,0
-117.861495,51.138843,5,0,0,0
-117.861308,51.139155,1,0,0,0
-117.564057,53.411811,5,0,0,0
-117.374988,49.495064,1,0,0,0
-116.932584,51.299647,5,0,0,0
-116.071397,50.622124,1,0,0,0
-116.023656,58.382104,1,0,0,0
-115.792576,60.811321,1,0,0,0
-115.655113,49.558139,1,0,0,0
-115.517555,51.201901,5,0,0,0
-115.517149,51.202338,1,0,0,0
-115.369764,51.109726,5,0,0,0
-115.368748,51.110027,1,0,0,0
-115.322035,51.075827,5,0,0,0
-115.321058,51.075837,1,0,0,0
-114.370496,62.454775,1,0,0,0
-114.278783,50.676848,1,0,0,0
-114.234251,51.088360,1,70,0,0
-114.231009,50.531492,5,0,0,0
-114.191678,51.130188,1,0,0,0
-114.189044,51.103875,1,0,0,0
-114.164351,51.052490,1,0,0,0
-114.164342,51.018252,3,0,0,0
-114.154211,51.115185,3,0,0,0
-114.153089,51.085405,1,0,0,0
-114.151566,51.066018,1,0,0,0
-114.150108,51.063905,1,0,0,0
-114.149258,51.063538,3,0,0,0
-114.142494,51.102706,3,0,0,0
-114.141209,51.023876,1,0,0,0
-114.139837,51.108968,1,0,0,0
-114.135349,51.037929,3,0,0,0
-114.135387,51.037970,3,0,0,0
-114.135404,51.041410,3,0,0,0
-114.126984,51.103152,1,0,0,0
-114.115308,50.954367,1,0,0,0
-114.108672,51.044866,1,50,0,0
-114.108058,51.143407,3,0,0,0
-114.099591,51.068814,1,0,0,0
-114.096294,51.043464,3,0,0,0
-114.094943,50.979631,3,0,0,0
-114.094888,51.083040,3,0,0,0
-114.094782,51.049160,1,0,0,0
-114.094659,51.043330,1,50,0,0
-114.094610,51.089738,1,0,0,0
-114.092589,51.143850,3,0,0,0
-114.088282,51.045387,3,0,0,0
-114.085899,51.057308,1,0,0,0
-114.084862,51.066960,3,0,0,0
-114.084663,50.963689,3,0,0,0
-114.084498,51.066972,3,0,0,0
-114.083163,50.979744,3,0,0,0
-114.075869,51.047855,3,0,0,0
-114.071413,51.128996,3,0,0,0
-114.071378,50.994275,1,0,0,0
-114.071110,51.042816,3,0,0,0
-114.068187,51.047539,1,0,0,0
-114.067864,50.979576,1,0,0,0
-114.062523,51.058900,1,0,0,0
-114.062415,51.070677,3,0,0,0
-114.061298,50.949456,5,0,0,0
-114.061174,50.949792,1,0,0,0
-114.059455,51.030557,3,0,0,0
-114.058550,50.963883,3,0,0,0
-114.058463,51.041261,3,0,0,0
-114.057906,51.046384,3,0,0,0
-114.056434,51.110667,3,0,0,0
-114.053900,51.095998,3,0,0,0
-114.053783,51.096080,3,0,0,0
-114.048766,51.016052,3,0,0,0
-114.048183,50.964217,3,0,0,0
-114.041741,50.948158,3,0,0,0
-114.035038,51.040342,1,0,0,0
-114.032069,50.931207,3,0,0,0
-114.031795,51.047825,1,0,0,0
-114.015748,50.978294,5,0,0,0
-114.004700,51.036926,1,0,0,0
-114.001780,51.139798,1,0,0,0
-114.001526,51.081515,3,0,0,0
-114.001261,51.212749,1,0,0,0
-113.991362,51.049230,3,0,0,0
-113.985877,51.062766,1,0,0,0
-113.984336,50.998951,3,0,0,0
-113.981758,50.979683,3,0,0,0
-113.981618,50.979689,3,0,0,0
-113.981039,51.104875,5,0,0,0
-113.980615,51.104829,1,0,0,0
-113.969581,51.037867,3,0,0,0
-113.958517,51.085902,1,0,0,0
-113.958448,51.096241,3,0,0,0
-113.955730,51.053407,3,0,0,0
-113.946798,51.110730,3,0,0,0
-113.934931,51.067161,3,0,0,0
-113.934783,51.066993,1,50,0,0
-113.808686,52.267780,1,0,0,0
-113.796468,52.273850,5,0,0,0
-113.796458,52.273936,1,0,0,0
-113.659292,53.520112,5,30,0,0
-113.639630,53.559529,1,30,0,0
-113.630513,53.521301,1,50,0,0
-113.630478,53.521368,3,0,0,0
-113.618094,53.650191,1,30,0,0
-113.616955,53.539361,1,30,0,0
-113.615403,53.563222,1,30,0,0
-113.615375,53.522858,1,30,0,0
-113.615205,53.524919,1,0,0,0
-113.615254,53.519677,3,0,0,0
-113.615271,53.531665,1,50,0,0
-113.615106,53.531575,3,0,0,0
-113.614996,53.613772,5,30,0,0
-113.614759,53.613812,1,0,0,0
-113.606063,53.539164,1,30,0,0
-113.594915,52.673535,1,30,0,0
-113.590296,53.541186,1,30,0,0
-113.588311,53.457230,1,30,0,0
-113.582517,53.489216,1,30,0,0
-113.578097,53.551122,1,30,0,0
-113.577951,53.581291,3,0,0,0
-113.577803,53.581275,1,50,0,0
-113.577910,53.539581,1,30,0,0
-113.575102,53.599662,1,30,0,0
-113.551480,53.558812,3,0,0,0
-113.551486,53.562248,5,30,0,0
-113.551377,53.562321,1,0,0,0
-113.550472,53.570277,3,0,0,0
-113.543350,53.252067,5,30,0,0
-113.541347,53.580496,3,0,0,0
-113.541257,53.580706,1,50,0,0
-113.541279,53.599510,1,30,0,0
-113.539950,53.522349,5,30,0,0
-113.538758,53.592115,5,30,0,0
-113.538744,53.472706,5,30,0,0
-113.538699,53.472693,1,0,0,0
-113.531943,53.584896,1,60,0,0
-113.525751,53.516598,1,50,0,0
-113.521113,53.540973,1,30,0,0
-113.516836,53.429426,1,30,0,0
-113.516792,53.482736,5,30,0,0
-113.516558,53.453786,3,0,0,0
-113.516413,53.465799,1,30,0,0
-113.516302,53.453994,1,50,0,0
-113.512139,53.518132,1,30,0,0
-113.508696,53.534129,1,50,0,0
-113.508628,53.559917,5,30,0,0
-113.497454,53.515411,1,30,0,0
-113.495528,53.479837,1,30,0,0
-113.493805,53.554491,1,30,0,0
-113.492689,53.453863,1,30,0,0
-113.492047,53.480373,1,70,0,0
-113.491951,53.629008,1,50,0,0
-113.492033,53.584962,1,30,0,0
-113.491974,53.628806,3,0,0,0
-113.486183,53.499915,1,30,0,0
-113.486091,53.560508,1,0,0,0
-113.486112,53.560349,5,30,0,0
-113.485584,53.531157,1,30,0,0
-113.483724,53.547298,1,30,0,0
-113.481221,53.517991,5,30,0,0
-113.481080,53.518153,1,0,0,0
-113.480285,53.488124,5,30,0,0
-113.480190,53.488471,1,0,0,0
-113.467754,53.465540,3,0,0,0
-113.467438,53.615939,1,30,0,0
-113.466662,53.465294,1,50,0,0
-113.456517,53.570243,5,30,0,0
-113.456433,53.570423,1,0,0,0
-113.453555,53.570412,1,50,0,0
-113.453013,53.580492,1,30,0,0
-113.452128,53.570259,3,0,0,0
-113.443006,53.517933,3,0,0,0
-113.442772,53.518028,1,50,0,0
-113.442558,53.508468,1,30,0,0
-113.441762,53.537698,3,0,0,0
-113.440415,53.599618,5,30,0,0
-113.440315,53.599875,1,0,0,0
-113.439835,52.843497,1,30,0,0
-113.435990,53.465301,3,0,0,0
-113.428438,53.458794,1,30,0,0
-113.422520,53.582303,5,30,0,0
-113.422510,53.582466,1,0,0,0
-113.421707,53.599086,1,30,0,0
-113.419972,53.454806,3,0,0,0
-113.418508,53.541116,1,30,0,0
-113.418093,53.582452,1,30,0,0
-113.415713,53.354629,1,30,0,0
-113.413469,53.597005,1,50,0,0
-113.393837,53.487815,1,70,0,0
-113.393940,53.488042,3,0,0,0
-113.392750,53.570452,5,30,0,0
-113.392651,53.570342,1,0,0,0
-113.390121,52.944079,5,30,0,0
-113.390104,52.944059,1,0,0,0
-113.386302,53.599471,1,50,0,0
-113.386008,53.599530,3,0,0,0
-113.380001,51.037782,5,30,0,0
-113.379984,51.037839,1,0,0,0
-113.330224,53.512097,1,30,0,0
-113.307957,53.528269,5,30,0,0
-113.307821,53.528346,1,0,0,0
-113.295843,53.550527,1,30,0,0
-113.295681,53.541098,1,30,0,0
-113.231470,53.699731,1,30,0,0
-112.862217,49.707390,1,50,0,0
-112.810303,49.693565,1,0,0,0
-112.713161,51.465878,1,50,0,0
-112.706471,51.466053,5,50,0,0
-112.706450,51.466238,1,0,0,0
-112.161092,49.774983,5,50,0,0
-111.361827,56.719981,3,0,0,0
-111.352288,56.686696,3,0,0,0
-110.752263,54.268051,1,50,0,0
-110.331927,53.340425,1,50,0,0
-110.215669,54.410043,1,50,0,0
-107.798346,50.282189,1,50,0,0
-106.673307,52.157758,3,0,0,0
-106.673205,52.157743,1,50,0,0
-106.630983,52.114790,1,30,0,0
-106.630606,52.115070,1,50,0,0
-105.526866,50.402644,5,50,0,0
-105.526783,50.402661,1,0,0,0
-104.672543,50.456916,1,50,0,0
-104.643118,50.455240,1,50,0,0
-104.618021,50.415499,1,50,0,0
-104.617921,50.451022,1,50,0,0
-104.586467,50.026140,1,0,0,0
-104.586248,50.026114,5,50,0,0
-104.157845,49.807496,1,30,0,0
-103.678831,50.524927,1,30,0,0
-102.440133,51.209030,1,30,0,0
-100.043348,51.154920,5,30,0,0
-99.976135,49.841968,1,30,0,0
-98.294925,49.975193,5,30,0,0
-98.294729,49.975537,1,0,0,0
-97.857328,55.745202,5,30,0,0
-97.857257,55.745273,1,0,0,0
-97.395754,49.875372,5,30,0,0
-97.395676,49.875671,1,0,0,0
-97.356780,49.295533,1,30,0,0
-97.300710,49.882888,1,30,0,0
-97.267628,49.859178,1,30,0,0
-97.266023,49.867876,3,0,0,0
-97.262338,49.879829,1,30,0,0
-97.253591,49.885658,1,30,0,0
-97.245713,49.876059,1,30,0,0
-97.244490,49.012386,1,0,0,0
-97.244326,49.012517,5,30,0,0
-97.206629,49.857415,1,30,0,0
-97.206039,49.864501,1,30,0,0
-97.205728,49.887604,3,0,0,0
-97.205526,49.887422,1,30,0,0
-97.201348,49.883925,3,0,0,0
-97.201077,49.821463,1,30,0,0
-97.200919,49.821088,3,0,0,0
-97.194897,49.931224,3,0,0,0
-97.180970,49.873892,3,0,0,0
-97.180567,49.873850,1,30,0,0
-97.179628,49.916648,1,30,0,0
-97.178305,49.884236,1,30,0,0
-97.168720,49.929563,3,0,0,0
-97.168473,49.929718,1,30,0,0
-97.162740,49.860207,1,30,0,0
-97.159444,49.885693,1,30,0,0
-97.157608,49.901094,1,30,0,0
-97.157148,49.801725,1,30,0,0
-97.156924,49.794889,1,30,0,0
-97.152540,49.936625,3,0,0,0
-97.152062,49.936746,1,30,0,0
-97.149391,49.901969,1,30,0,0
-97.147219,49.864440,1,30,0,0
-97.147167,49.785611,1,40,0,0
-97.147021,49.785857,5,30,0,0
-97.146185,49.795281,1,40,0,0
-97.146176,49.795231,5,30,0,0
-97.142447,49.933405,1,30,0,0
-97.141423,49.845235,1,40,0,0
-97.141197,49.927118,1,0,0,0
-97.140862,49.927156,5,30,0,0
-97.140903,49.856167,3,0,0,0
-97.140377,49.888122,1,30,0,0
-97.140139,49.858235,5,30,0,0
-97.140178,49.887688,3,0,0,0
-97.138046,49.823354,3,0,0,0
-97.137316,49.890117,3,0,0,0
-97.135870,49.902540,3,0,0,0
-97.135835,49.949616,3,0,0,0
-97.135775,49.921938,3,0,0,0
-97.135416,49.949769,1,30,0,0
-97.135008,49.865914,5,30,0,0
-97.132943,49.901802,3,0,0,0
-97.131043,49.917601,1,30,0,0
-97.130064,49.874361,5,30,0,0
-97.124034,49.927411,3,0,0,0
-97.123922,49.927299,1,30,0,0
-97.122895,49.843565,5,30,0,0
-97.122094,49.818305,5,30,0,0
-97.121226,49.914359,1,30,0,0
-97.121030,49.914530,3,0,0,0
-97.120874,49.892425,1,30,0,0
-97.120451,49.889777,5,30,0,0
-97.119170,49.836566,5,30,0,0
-97.119118,49.892880,1,30,0,0
-97.118571,49.895995,5,30,0,0
-97.118439,49.895843,1,40,0,0
-97.118337,49.854467,1,40,0,0
-97.118234,49.854449,5,30,0,0
-97.117884,49.840715,3,0,0,0
-97.115061,49.890969,1,40,0,0
-97.114522,49.806114,3,0,0,0
-97.112426,49.892545,1,40,0,0
-97.112292,49.857146,1,50,0,0
-97.112081,49.892618,5,30,0,0
-97.111665,49.852698,3,0,0,0
-97.111284,49.852794,1,30,0,0
-97.110144,49.946937,1,30,0,0
-97.108614,49.810364,5,30,0,0
-97.108559,49.804146,5,30,0,0
-97.108513,49.804191,1,40,0,0
-97.104658,49.906568,1,30,0,0
-97.104010,49.927854,3,0,0,0
-97.103864,49.927900,1,30,0,0
-97.102289,49.882323,1,30,0,0
-97.102177,49.882156,3,0,0,0
-97.100607,49.812947,5,30,0,0
-97.099265,49.820360,1,40,0,0
-97.099147,49.820199,5,30,0,0
-97.096259,49.805985,1,40,0,0
-97.095544,49.876103,5,30,0,0
-97.094815,49.842014,5,30,0,0
-97.094686,49.842167,1,40,0,0
-97.093667,49.832902,5,30,0,0
-97.091870,49.807968,1,40,0,0
-97.090989,49.824011,5,30,0,0
-97.090150,49.834114,1,30,0,0
-97.086368,49.810409,5,30,0,0
-97.081182,49.849113,5,30,0,0
-97.080636,49.950293,1,30,0,0
-97.080547,49.950460,3,0,0,0
-97.078370,49.853588,1,30,0,0
-97.077739,49.815479,5,30,0,0
-97.077613,49.815597,1,40,0,0
-97.066095,49.907484,1,30,0,0
-97.048481,49.922618,1,30,0,0
-97.047974,49.922636,3,0,0,0
-97.026173,49.886072,1,30,0,0
-97.012178,49.895112,1,30,0,0
-96.886434,50.129607,1,30,0,0
-96.874594,50.143665,1,0,0,0
-96.874475,50.143481,5,30,0,0
-83.101878,42.227379,1,0,0,0
-83.090280,42.249694,1,0,0,0
-83.062590,42.294842,1,0,0,0
-83.059227,42.271873,1,0,0,0
-83.034795,42.250994,1,0,0,0
-83.031433,42.273818,1,0,0,0
-82.970428,42.284975,1,0,0,0
-82.901519,42.315789,1,0,0,0
-82.899127,42.301805,1,0,0,0
-82.377603,49.400076,1,0,0,0
-81.748644,46.240499,1,0,0,0
-81.602848,49.268303,1,0,0,0
-81.341378,42.934830,1,0,0,0
-81.321341,42.988960,1,0,0,0
-81.295300,42.996542,1,0,0,0
-81.292689,42.969513,1,0,0,0
-81.283284,43.000117,1,0,0,0
-81.281124,42.938000,1,50,0,0
-81.271956,43.016435,1,0,0,0
-81.269635,42.990570,1,0,0,0
-81.261163,42.937274,1,0,0,0
-81.259567,42.940651,1,0,0,0
-81.245254,42.957723,1,0,0,0
-81.242590,42.998688,1,0,0,0
-81.200452,46.507808,1,0,0,0
-81.196382,42.993135,1,0,0,0
-81.190223,42.962985,1,50,0,0
-81.166108,42.770408,1,0,0,0
-81.165920,42.778709,1,0,0,0
-81.164310,42.774883,1,0,0,0
-81.159751,42.763673,1,0,0,0
-81.150475,42.792516,1,0,0,0
-81.074212,49.058554,1,0,0,0
-81.037625,49.058927,1,0,0,0
-81.035672,43.308560,1,50,0,0
-81.030123,49.043917,1,0,0,0
-80.990914,44.558847,1,0,0,0
-80.933868,44.566901,1,0,0,0
-80.899855,43.029463,1,50,0,0
-80.877787,43.019095,1,60,0,0
-80.859718,43.031771,1,60,0,0
-80.743048,48.537823,1,70,0,0
-80.672144,43.428204,1,60,0,0
-80.661953,43.124269,1,100,0,0
-80.586291,43.466587,1,50,0,0
-80.562047,43.260509,1,0,0,0
-80.553229,43.494591,1,0,0,0
-80.533199,43.446200,1,0,0,0
-80.506814,43.470054,1,0,0,0
-80.503006,43.470400,1,0,0,0
-80.484671,43.460522,1,50,0,0
-80.484250,43.469237,1,50,0,0
-80.482848,42.826584,1,50,0,0
-80.482333,43.426695,1,50,0,0
-80.482120,43.427034,3,0,0,0
-80.476246,43.299972,1,0,0,0
-80.464177,48.533081,1,0,0,0
-80.454978,43.411662,1,50,0,0
-80.442297,43.415713,1,0,0,0
-80.434258,43.115966,1,80,0,0
-80.431754,43.395297,1,50,0,0
-80.381857,43.405703,1,0,0,0
-80.380648,43.293761,1,0,0,0
-80.377824,43.031778,1,50,0,0
-80.376713,43.403114,1,0,0,0
-80.338227,43.167759,1,100,0,0
-80.318544,43.373353,1,0,0,0
-80.317329,43.395964,1,0,0,0
-80.313063,43.873664,1,0,0,0
-80.306200,43.403944,1,0,0,0
-80.305961,43.366032,1,0,0,0
-80.302193,43.391494,1,50,0,0
-80.297104,43.427423,1,40,0,0
-80.295074,43.418687,1,0,0,0
-80.286243,43.156671,1,0,0,0
-80.285543,43.156941,1,0,0,0
-80.280363,43.350495,1,50,0,0
-80.274376,43.535663,1,0,0,0
-80.241546,43.525435,1,0,0,0
-80.206082,43.564983,1,50,0,0
-80.205966,43.565008,1,0,0,0
-80.204743,44.078329,1,80,0,0
-80.154426,43.449903,1,0,0,0
-80.132641,43.919680,1,0,0,0
-80.115090,43.446930,1,0,0,0
-80.101181,43.902986,1,0,0,0
-80.080446,43.920523,1,0,0,0
-80.055256,44.472801,1,0,0,0
-80.023733,45.366117,1,0,0,0
-79.966724,43.204241,1,60,0,0
-79.952562,43.206638,1,60,0,0
-79.948663,43.236611,1,0,0,0
-79.929275,44.763763,1,0,0,0
-79.906847,43.219994,1,50,0,0
-79.906532,43.232278,1,50,0,0
-79.902622,43.253584,1,0,0,0
-79.901629,43.300810,1,0,0,0
-79.896936,43.262071,1,0,0,0
-79.893416,43.262176,1,0,0,0
