X	Y	TYPE	SPEED	DIRTYPE	DIRECTION		
-75.776584	45.37821	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-75.776584 45.37821)',4326),'speedcamerapoi.com'),"
-75.776826	45.473894	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-75.776826 45.473894)',4326),'speedcamerapoi.com'),"
-75.782858	45.283653	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-75.782858 45.283653)',4326),'speedcamerapoi.com'),"
-75.792362	45.360789	3	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-75.792362 45.360789)',4326),'speedcamerapoi.com'),"
-75.79656	45.271993	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-75.79656 45.271993)',4326),'speedcamerapoi.com'),"
-75.812189	45.335748	1	100	0	0		"(3,1,1,geography::STPointFromText('POINT(-75.812189 45.335748)',4326),'speedcamerapoi.com'),"
-75.830319	45.341713	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-75.830319 45.341713)',4326),'speedcamerapoi.com'),"
-75.833437	45.351999	1	60	0	0		"(3,1,1,geography::STPointFromText('POINT(-75.833437 45.351999)',4326),'speedcamerapoi.com'),"
-75.84806	45.353917	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-75.84806 45.353917)',4326),'speedcamerapoi.com'),"
-75.878735	45.30741	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-75.878735 45.30741)',4326),'speedcamerapoi.com'),"
-75.880506	45.310698	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-75.880506 45.310698)',4326),'speedcamerapoi.com'),"
-75.889339	45.326301	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-75.889339 45.326301)',4326),'speedcamerapoi.com'),"
-75.932084	45.297006	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-75.932084 45.297006)',4326),'speedcamerapoi.com'),"
-76.277164	44.327564	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-76.277164 44.327564)',4326),'speedcamerapoi.com'),"
-76.530083	44.220189	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-76.530083 44.220189)',4326),'speedcamerapoi.com'),"
-76.534728	44.276155	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-76.534728 44.276155)',4326),'speedcamerapoi.com'),"
-76.535876	44.252808	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-76.535876 44.252808)',4326),'speedcamerapoi.com'),"
-76.717963	44.282354	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-76.717963 44.282354)',4326),'speedcamerapoi.com'),"
-76.788444	44.279042	1	100	0	0		"(3,1,1,geography::STPointFromText('POINT(-76.788444 44.279042)',4326),'speedcamerapoi.com'),"
-77.063662	44.244553	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-77.063662 44.244553)',4326),'speedcamerapoi.com'),"
-77.335708	44.34298	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-77.335708 44.34298)',4326),'speedcamerapoi.com'),"
-77.395322	44.530739	1	80	0	0		"(3,1,1,geography::STPointFromText('POINT(-77.395322 44.530739)',4326),'speedcamerapoi.com'),"
-77.398558	44.174989	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-77.398558 44.174989)',4326),'speedcamerapoi.com'),"
-77.724847	44.084069	1	100	0	0		"(3,1,1,geography::STPointFromText('POINT(-77.724847 44.084069)',4326),'speedcamerapoi.com'),"
-78.282084	44.334282	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-78.282084 44.334282)',4326),'speedcamerapoi.com'),"
-78.294089	44.286977	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-78.294089 44.286977)',4326),'speedcamerapoi.com'),"
-78.319561	44.31633	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-78.319561 44.31633)',4326),'speedcamerapoi.com'),"
-78.342087	44.310462	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-78.342087 44.310462)',4326),'speedcamerapoi.com'),"
-78.347651	44.301781	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-78.347651 44.301781)',4326),'speedcamerapoi.com'),"
-78.711653	44.302973	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-78.711653 44.302973)',4326),'speedcamerapoi.com'),"
-78.722965	44.32937	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-78.722965 44.32937)',4326),'speedcamerapoi.com'),"
-78.779893	43.91626	1	60	0	0		"(3,1,1,geography::STPointFromText('POINT(-78.779893 43.91626)',4326),'speedcamerapoi.com'),"
-78.817828	43.916967	1	60	0	0		"(3,1,1,geography::STPointFromText('POINT(-78.817828 43.916967)',4326),'speedcamerapoi.com'),"
-78.849616	43.890915	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-78.849616 43.890915)',4326),'speedcamerapoi.com'),"
-78.859073	43.931633	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-78.859073 43.931633)',4326),'speedcamerapoi.com'),"
-78.864094	43.924207	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-78.864094 43.924207)',4326),'speedcamerapoi.com'),"
-78.866972	43.930316	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-78.866972 43.930316)',4326),'speedcamerapoi.com'),"
-78.875711	43.914089	1	60	0	0		"(3,1,1,geography::STPointFromText('POINT(-78.875711 43.914089)',4326),'speedcamerapoi.com'),"
-78.900823	43.908629	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-78.900823 43.908629)',4326),'speedcamerapoi.com'),"
-78.915994	43.924501	1	60	0	0		"(3,1,1,geography::STPointFromText('POINT(-78.915994 43.924501)',4326),'speedcamerapoi.com'),"
-78.918407	42.922986	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-78.918407 42.922986)',4326),'speedcamerapoi.com'),"
-78.950354	42.905146	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-78.950354 42.905146)',4326),'speedcamerapoi.com'),"
-78.958072	43.915239	1	60	0	0		"(3,1,1,geography::STPointFromText('POINT(-78.958072 43.915239)',4326),'speedcamerapoi.com'),"
-78.975824	43.891945	1	60	0	0		"(3,1,1,geography::STPointFromText('POINT(-78.975824 43.891945)',4326),'speedcamerapoi.com'),"
-78.983249	42.933626	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-78.983249 42.933626)',4326),'speedcamerapoi.com'),"
-79.0148	43.832553	1	60	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.0148 43.832553)',4326),'speedcamerapoi.com'),"
-79.02481	43.858902	1	60	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.02481 43.858902)',4326),'speedcamerapoi.com'),"
-79.039245	42.885151	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.039245 42.885151)',4326),'speedcamerapoi.com'),"
-79.045716	43.856799	1	80	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.045716 43.856799)',4326),'speedcamerapoi.com'),"
-79.055753	43.854594	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.055753 43.854594)',4326),'speedcamerapoi.com'),"
-79.057169	42.990149	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.057169 42.990149)',4326),'speedcamerapoi.com'),"
-79.084621	43.211273	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.084621 43.211273)',4326),'speedcamerapoi.com'),"
-79.091071	43.071161	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.091071 43.071161)',4326),'speedcamerapoi.com'),"
-79.109687	43.879595	1	80	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.109687 43.879595)',4326),'speedcamerapoi.com'),"
-79.137238	43.81889	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.137238 43.81889)',4326),'speedcamerapoi.com'),"
-79.140652	43.835983	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.140652 43.835983)',4326),'speedcamerapoi.com'),"
-79.143513	43.833457	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.143513 43.833457)',4326),'speedcamerapoi.com'),"
-79.163491	43.792661	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.163491 43.792661)',4326),'speedcamerapoi.com'),"
-79.170614	43.855512	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.170614 43.855512)',4326),'speedcamerapoi.com'),"
-79.171863	43.778642	1	60	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.171863 43.778642)',4326),'speedcamerapoi.com'),"
-79.1758	43.854058	1	60	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.1758 43.854058)',4326),'speedcamerapoi.com'),"
-79.214947	43.818875	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.214947 43.818875)',4326),'speedcamerapoi.com'),"
-79.218769	43.819391	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.218769 43.819391)',4326),'speedcamerapoi.com'),"
-79.218984	43.743171	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.218984 43.743171)',4326),'speedcamerapoi.com'),"
-79.225389	43.759745	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.225389 43.759745)',4326),'speedcamerapoi.com'),"
-79.232714	43.785803	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.232714 43.785803)',4326),'speedcamerapoi.com'),"
-79.235084	43.756363	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.235084 43.756363)',4326),'speedcamerapoi.com'),"
-79.235498	43.810793	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.235498 43.810793)',4326),'speedcamerapoi.com'),"
-79.244493	43.816251	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.244493 43.816251)',4326),'speedcamerapoi.com'),"
-79.251245	43.836617	1	60	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.251245 43.836617)',4326),'speedcamerapoi.com'),"
-79.255735	43.856165	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.255735 43.856165)',4326),'speedcamerapoi.com'),"
-79.258214	43.762145	1	60	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.258214 43.762145)',4326),'speedcamerapoi.com'),"
-79.25827	43.735347	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.25827 43.735347)',4326),'speedcamerapoi.com'),"
-79.26129	43.770152	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.26129 43.770152)',4326),'speedcamerapoi.com'),"
-79.265007	43.780196	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.265007 43.780196)',4326),'speedcamerapoi.com'),"
-79.267994	43.732235	3	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.267994 43.732235)',4326),'speedcamerapoi.com'),"
-79.271105	43.71419	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.271105 43.71419)',4326),'speedcamerapoi.com'),"
-79.271556	43.694873	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.271556 43.694873)',4326),'speedcamerapoi.com'),"
-79.273183	43.718625	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.273183 43.718625)',4326),'speedcamerapoi.com'),"
-79.27787	43.689019	1	40	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.27787 43.689019)',4326),'speedcamerapoi.com'),"
-79.280477	43.790414	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.280477 43.790414)',4326),'speedcamerapoi.com'),"
-79.287353	43.691325	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.287353 43.691325)',4326),'speedcamerapoi.com'),"
-79.287635	43.816195	1	40	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.287635 43.816195)',4326),'speedcamerapoi.com'),"
-79.293772	43.889621	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.293772 43.889621)',4326),'speedcamerapoi.com'),"
-79.294716	43.745351	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.294716 43.745351)',4326),'speedcamerapoi.com'),"
-79.29604	43.708753	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.29604 43.708753)',4326),'speedcamerapoi.com'),"
-79.299841	43.826087	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.299841 43.826087)',4326),'speedcamerapoi.com'),"
-79.300613	43.809338	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.300613 43.809338)',4326),'speedcamerapoi.com'),"
-79.302459	45.001361	1	100	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.302459 45.001361)',4326),'speedcamerapoi.com'),"
-79.309008	43.179596	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.309008 43.179596)',4326),'speedcamerapoi.com'),"
-79.310556	43.725588	1	60	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.310556 43.725588)',4326),'speedcamerapoi.com'),"
-79.311054	45.127178	1	100	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.311054 45.127178)',4326),'speedcamerapoi.com'),"
-79.311606	43.842073	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.311606 43.842073)',4326),'speedcamerapoi.com'),"
-79.314443	44.853917	1	90	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.314443 44.853917)',4326),'speedcamerapoi.com'),"
-79.318893	43.757773	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.318893 43.757773)',4326),'speedcamerapoi.com'),"
-79.324353	43.819569	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.324353 43.819569)',4326),'speedcamerapoi.com'),"
-79.32614	43.740454	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.32614 43.740454)',4326),'speedcamerapoi.com'),"
-79.328326	43.659057	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.328326 43.659057)',4326),'speedcamerapoi.com'),"
-79.329561	43.674896	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.329561 43.674896)',4326),'speedcamerapoi.com'),"
-79.334473	43.73901	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.334473 43.73901)',4326),'speedcamerapoi.com'),"
-79.334951	43.894129	1	80	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.334951 43.894129)',4326),'speedcamerapoi.com'),"
-79.336181	43.863966	1	60	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.336181 43.863966)',4326),'speedcamerapoi.com'),"
-79.337736	43.717609	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.337736 43.717609)',4326),'speedcamerapoi.com'),"
-79.338694	43.720504	3	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.338694 43.720504)',4326),'speedcamerapoi.com'),"
-79.339325	45.548761	1	90	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.339325 45.548761)',4326),'speedcamerapoi.com'),"
-79.339467	43.723181	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.339467 43.723181)',4326),'speedcamerapoi.com'),"
-79.34295	43.70774	1	50	1	270		"(3,1,1,geography::STPointFromText('POINT(-79.34295 43.70774)',4326),'speedcamerapoi.com'),"
-79.343406	43.795149	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.343406 43.795149)',4326),'speedcamerapoi.com'),"
-79.343407	43.795078	1	60	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.343407 43.795078)',4326),'speedcamerapoi.com'),"
-79.346351	43.748286	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.346351 43.748286)',4326),'speedcamerapoi.com'),"
-79.349775	44.650195	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.349775 44.650195)',4326),'speedcamerapoi.com'),"
-79.350578	43.657	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.350578 43.657)',4326),'speedcamerapoi.com'),"
-79.351098	43.735471	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.351098 43.735471)',4326),'speedcamerapoi.com'),"
-79.35209	43.728093	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.35209 43.728093)',4326),'speedcamerapoi.com'),"
-79.352408	43.87011	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.352408 43.87011)',4326),'speedcamerapoi.com'),"
-79.354702	43.792706	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.354702 43.792706)',4326),'speedcamerapoi.com'),"
-79.358891	43.676146	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.358891 43.676146)',4326),'speedcamerapoi.com'),"
-79.361504	43.180213	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.361504 43.180213)',4326),'speedcamerapoi.com'),"
-79.362643	43.868084	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.362643 43.868084)',4326),'speedcamerapoi.com'),"
-79.363315	43.87166	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.363315 43.87166)',4326),'speedcamerapoi.com'),"
-79.370024	43.71262	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.370024 43.71262)',4326),'speedcamerapoi.com'),"
-79.371687	43.696805	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.371687 43.696805)',4326),'speedcamerapoi.com'),"
-79.375784	43.821041	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.375784 43.821041)',4326),'speedcamerapoi.com'),"
-79.376167	44.605664	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.376167 44.605664)',4326),'speedcamerapoi.com'),"
-79.37802	43.854058	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.37802 43.854058)',4326),'speedcamerapoi.com'),"
-79.378797	43.721029	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.378797 43.721029)',4326),'speedcamerapoi.com'),"
-79.37887	43.651585	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.37887 43.651585)',4326),'speedcamerapoi.com'),"
-79.38137	43.733384	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.38137 43.733384)',4326),'speedcamerapoi.com'),"
-79.381565	43.728397	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.381565 43.728397)',4326),'speedcamerapoi.com'),"
-79.382201	43.820447	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.382201 43.820447)',4326),'speedcamerapoi.com'),"
-79.382263	43.787366	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.382263 43.787366)',4326),'speedcamerapoi.com'),"
-79.382584	43.806406	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.382584 43.806406)',4326),'speedcamerapoi.com'),"
-79.386029	43.82481	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.386029 43.82481)',4326),'speedcamerapoi.com'),"
-79.388959	43.747061	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.388959 43.747061)',4326),'speedcamerapoi.com'),"
-79.38943	43.657399	3	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.38943 43.657399)',4326),'speedcamerapoi.com'),"
-79.389567	43.940107	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.389567 43.940107)',4326),'speedcamerapoi.com'),"
-79.389987	43.699817	1	40	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.389987 43.699817)',4326),'speedcamerapoi.com'),"
-79.391995	43.839005	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.391995 43.839005)',4326),'speedcamerapoi.com'),"
-79.392355	44.113267	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.392355 44.113267)',4326),'speedcamerapoi.com'),"
-79.393133	43.978378	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.393133 43.978378)',4326),'speedcamerapoi.com'),"
-79.393593	43.638467	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.393593 43.638467)',4326),'speedcamerapoi.com'),"
-79.394766	43.797384	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.394766 43.797384)',4326),'speedcamerapoi.com'),"
-79.395559	43.693838	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.395559 43.693838)',4326),'speedcamerapoi.com'),"
-79.402217	43.8225	1	60	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.402217 43.8225)',4326),'speedcamerapoi.com'),"
-79.403841	43.82976	1	60	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.403841 43.82976)',4326),'speedcamerapoi.com'),"
-79.406176	43.817444	1	40	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.406176 43.817444)',4326),'speedcamerapoi.com'),"
-79.408435	43.765055	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.408435 43.765055)',4326),'speedcamerapoi.com'),"
-79.411229	43.665274	3	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.411229 43.665274)',4326),'speedcamerapoi.com'),"
-79.421029	43.814897	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.421029 43.814897)',4326),'speedcamerapoi.com'),"
-79.421414	43.69069	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.421414 43.69069)',4326),'speedcamerapoi.com'),"
-79.422196	43.67309	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.422196 43.67309)',4326),'speedcamerapoi.com'),"
-79.424194	46.314789	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.424194 46.314789)',4326),'speedcamerapoi.com'),"
-79.426937	43.738613	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.426937 43.738613)',4326),'speedcamerapoi.com'),"
-79.428428	44.260805	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.428428 44.260805)',4326),'speedcamerapoi.com'),"
-79.432087	43.891642	1	60	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.432087 43.891642)',4326),'speedcamerapoi.com'),"
-79.433986	43.75627	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.433986 43.75627)',4326),'speedcamerapoi.com'),"
-79.435213	43.659943	3	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.435213 43.659943)',4326),'speedcamerapoi.com'),"
-79.436933	43.699999	1	60	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.436933 43.699999)',4326),'speedcamerapoi.com'),"
-79.437945	44.045216	1	60	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.437945 44.045216)',4326),'speedcamerapoi.com'),"
-79.438181	43.717244	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.438181 43.717244)',4326),'speedcamerapoi.com'),"
-79.442196	43.636245	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.442196 43.636245)',4326),'speedcamerapoi.com'),"
-79.442705	43.809777	1	40	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.442705 43.809777)',4326),'speedcamerapoi.com'),"
-79.442799	43.773807	3	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.442799 43.773807)',4326),'speedcamerapoi.com'),"
-79.443419	43.804348	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.443419 43.804348)',4326),'speedcamerapoi.com'),"
-79.447657	43.849865	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.447657 43.849865)',4326),'speedcamerapoi.com'),"
-79.448978	43.731856	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.448978 43.731856)',4326),'speedcamerapoi.com'),"
-79.450153	44.003728	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.450153 44.003728)',4326),'speedcamerapoi.com'),"
-79.450168	43.695799	3	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.450168 43.695799)',4326),'speedcamerapoi.com'),"
-79.451606	44.142747	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.451606 44.142747)',4326),'speedcamerapoi.com'),"
-79.453749	43.906121	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.453749 43.906121)',4326),'speedcamerapoi.com'),"
-79.453923	43.802239	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.453923 43.802239)',4326),'speedcamerapoi.com'),"
-79.453994	43.827706	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.453994 43.827706)',4326),'speedcamerapoi.com'),"
-79.456402	43.645587	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.456402 43.645587)',4326),'speedcamerapoi.com'),"
-79.457773	43.789857	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.457773 43.789857)',4326),'speedcamerapoi.com'),"
-79.458435	43.693878	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.458435 43.693878)',4326),'speedcamerapoi.com'),"
-79.461319	43.657725	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.461319 43.657725)',4326),'speedcamerapoi.com'),"
-79.462914	43.979403	1	60	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.462914 43.979403)',4326),'speedcamerapoi.com'),"
-79.463333	43.75048	3	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.463333 43.75048)',4326),'speedcamerapoi.com'),"
-79.463408	43.75031	3	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.463408 43.75031)',4326),'speedcamerapoi.com'),"
-79.464507	43.66556	3	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.464507 43.66556)',4326),'speedcamerapoi.com'),"
-79.466133	44.200279	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.466133 44.200279)',4326),'speedcamerapoi.com'),"
-79.467187	43.76121	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.467187 43.76121)',4326),'speedcamerapoi.com'),"
-79.467412	43.884039	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.467412 43.884039)',4326),'speedcamerapoi.com'),"
-79.46746	43.77053	1	60	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.46746 43.77053)',4326),'speedcamerapoi.com'),"
-79.468221	43.635273	1	60	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.468221 43.635273)',4326),'speedcamerapoi.com'),"
-79.470073	43.787232	3	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.470073 43.787232)',4326),'speedcamerapoi.com'),"
-79.470135	44.018559	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.470135 44.018559)',4326),'speedcamerapoi.com'),"
-79.477255	43.72827	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.477255 43.72827)',4326),'speedcamerapoi.com'),"
-79.478612	43.824197	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.478612 43.824197)',4326),'speedcamerapoi.com'),"
-79.484836	44.613996	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.484836 44.613996)',4326),'speedcamerapoi.com'),"
-79.485298	43.956111	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.485298 43.956111)',4326),'speedcamerapoi.com'),"
-79.486695	43.648071	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.486695 43.648071)',4326),'speedcamerapoi.com'),"
-79.487209	43.796606	5	0	1	45		"(3,1,2,geography::STPointFromText('POINT(-79.487209 43.796606)',4326),'speedcamerapoi.com'),"
-79.487451	43.744637	1	0	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.487451 43.744637)',4326),'speedcamerapoi.com'),"
-79.490417	43.60818	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.490417 43.60818)',4326),'speedcamerapoi.com'),"
-79.495281	43.666768	1	50	0	0		"(3,1,1,geography::STPointFromText('POINT(-79.495281 43.666768)',4326),'speedcamerapoi.com'),"
